"Title"	"Authors"	"Author_Affiliation"	"Correspondence_Author"	"Publish_Date"	"Abstract"	"Keywords"	"Full_Paper"
"Selection for prolificacy in the Cambridge sheep"	"Authors: J.B. Owen"	""	"No Co-Author"	"15 October 1982"	"(To access the full article  please see PDF)"	"Full Article  Cambridge Sheep"	"                                                   Meeting report                                            Open Access                                                              Published: 15 October 1982                         Selection for prolificacy in the Cambridge sheep                         J.B. Owen                                   Annales de génétique et de sélection animale                              volume 14  Article number: 579c (1982)             Cite this article                                                                                                      763 Accesses                                                                                                              Metrics details                                                                                                                                      Owen  J. Selection for prolificacy in the  sheep.                      579c (1982). https://doi.org/10.1186/1297-9686-14-4-579C  Published  Full Article  Cambridge Sheep"
"Genetic improvement of reproduction: time for deeds"	"Authors: R.B. Land"	""	"No Co-Author"	"15 October 1982"	"(To access the full article  please see PDF)"	"Genetic Improvement  Full Article"	"                                                   Meeting report                                            Open Access                                                              Published: 15 October 1982                         Genetic improvement of reproduction: time for deeds                         R.B. Land                                   Annales de génétique et de sélection animale                              volume 14  Article number: 579a (1982)             Cite this article                                                                                                      561 Accesses                                                                                                     1 Citations                                                                                             Metrics details                                                                                                                                      Land  R. Genetic improvement of reproduction: time for deeds.                      579a (1982). https://doi.org/10.1186/1297-9686-14-4-579A  Published  Genetic Improvement  Full Article"
"Selection for fertility in sheep. Theoretical aspects"	"Authors: G. Nitter"	""	"No Co-Author"	"15 October 1982"	"(To access the full article  please see PDF)"	"Theoretical Aspect  Full Article"	"                                                   Meeting report                                            Open Access                                                              Published: 15 October 1982                         Selection for fertility in sheep. Theoretical aspects                         G. Nitter                                   Annales de génétique et de sélection animale                              volume 14  Article number: 578a (1982)             Cite this article                                                                                                      627 Accesses                                                                                                     1 Citations                                                                                             Metrics details                                                                                                                                      Nitter  G. Selection for fertility in sheep. Theoretical aspects.                      578a (1982). https://doi.org/10.1186/1297-9686-14-4-578A  Published  Theoretical Aspect  Full Article"
"Genetic parameters of ovarian cyst incidence in Swedish dairy cattle"	"Authors: L. Janson and I. Ingvarsson"	""	"No Co-Author"	"15 October 1982"	"(To access the full article  please see PDF)"	"Dairy Cattle  Genetic Parameter  Ovarian Cyst  Full Article  Swedish Dairy"	"                                                   Meeting report                                            Open Access                                                              Published: 15 October 1982                         Genetic parameters of ovarian cyst incidence in Swedish dairy cattle                         L. Janson & I. Ingvarsson                                   Annales de génétique et de sélection animale                              volume 14  Article number: 577c (1982)             Cite this article                                                                                                      923 Accesses                                                                                                              Metrics details                                                                                                                                      Janson  L.  Ingvarsson  I. Genetic parameters of ovarian cyst incidence in  cattle.                      577c (1982). https://doi.org/10.1186/1297-9686-14-4-577C  Published  Dairy Cattle  Genetic Parameter  Ovarian Cyst  Full Article  Swedish Dairy"
"The effect of selection on genetic variation in chicken small population"	"Authors: J. Tarkowski"	""	"No Co-Author"	"15 October 1982"	"(To access the full article  please see PDF)"	"Genetic Variation  Small Population  Full Article"	"                                                   Meeting report                                            Open Access                                                              Published: 15 October 1982                         The effect of selection on genetic variation in chicken small population                         J. Tarkowski                                   Annales de génétique et de sélection animale                              volume 14  Article number: 577a (1982)             Cite this article                                                                                                      757 Accesses                                                                                                              Metrics details                                                                                                                                      Tarkowski  J. The effect of selection on genetic variation in chicken small population.                      577a (1982). https://doi.org/10.1186/1297-9686-14-4-577A  Published  Genetic Variation  Small Population  Full Article"
"Genetic aspects of lymphatic leukaemia in dairy cattle"	"Authors: Krystyna M. Charon"	""	"No Co-Author"	"15 October 1982"	"(To access the full article  please see PDF)"	"Dairy Cattle  Full Article  Genetic Aspect"	"                                                   Meeting report                                            Open Access                                                              Published: 15 October 1982                         Genetic aspects of lymphatic leukaemia in dairy cattle                         Krystyna M. Charon                                   Annales de génétique et de sélection animale                              volume 14  Article number: 575b (1982)             Cite this article                                                                                                      572 Accesses                                                                                                              Metrics details                                                                                                                                      Charon  K.M. Genetic aspects of lymphatic leukaemia in dairy cattle.                      575b (1982). https://doi.org/10.1186/1297-9686-14-4-575B  Published  Dairy Cattle  Full Article  Genetic Aspect"
"Lifetime of animals selected on postweaning weight gain"	"Authors: M. Kownacki"	""	"No Co-Author"	"15 October 1982"	"(To access the full article  please see PDF)"	"Weight Gain  Full Article"	"                                                   Meeting report                                            Open Access                                                              Published: 15 October 1982                         Lifetime of animals selected on postweaning weight gain                         M. Kownacki                                   Annales de génétique et de sélection animale                              volume 14  Article number: 574b (1982)             Cite this article                                                                                                      589 Accesses                                                                                                              Metrics details                                                                                                                                      Kownacki  M. Lifetime of animals selected on postweaning weight gain.                      574b (1982). https://doi.org/10.1186/1297-9686-14-4-574B  Published  Weight Gain  Full Article"
"The methods of breeding and the productive value of camels"	"Authors: A. Baimukanov"	""	"No Co-Author"	"15 October 1982"	"(To access the full article  please see PDF)"	"Full Article"	"                                                   Meeting report                                            Open Access                                                              Published: 15 October 1982                         The methods of breeding and the productive value of camels                         A. Baimukanov                                   Annales de génétique et de sélection animale                              volume 14  Article number: 573c (1982)             Cite this article                                                                                                      721 Accesses                                                                                                              Metrics details                                                                                                                                      Baimukanov  A. The methods of breeding and the productive value of camels.                      573c (1982). https://doi.org/10.1186/1297-9686-14-4-573C  Published  Full Article"
"Correlation between pure-breeding and hybridization"	"Authors: F. L. Garkavy"	""	"No Co-Author"	"15 October 1982"	"(To access the full article  please see PDF)"	"Full Article"	"                                                   Meeting report                                            Open Access                                                              Published: 15 October 1982                         Correlation between pure-breeding and hybridization                         F. L. Garkavy                                   Annales de génétique et de sélection animale                              volume 14  Article number: 573b (1982)             Cite this article                                                                                                      743 Accesses                                                                                                              Metrics details                                                                                                                                      Garkavy  F.L. Correlation between pure-breeding and hybridization.                      573b (1982). https://doi.org/10.1186/1297-9686-14-4-573B  Published  Full Article"
"Selection and genetic aspects of individual and population evaluation According to endocrine indices"	"Authors: V. B. Dmitriev and G. G. Gerasimova"	""	"No Co-Author"	"15 October 1982"	"(To access the full article  please see PDF)"	"Full Article  Genetic Aspect  Population Evaluation  Endocrine Index"	"                                                   Meeting report                                            Open Access                                                              Published: 15 October 1982                         Selection and genetic aspects of individual and population evaluation According to endocrine indices                         V. B. Dmitriev & G. G. Gerasimova                                   Annales de génétique et de sélection animale                              volume 14  Article number: 572c (1982)             Cite this article                                                                                                      634 Accesses                                                                                                              Metrics details                                                                                                                                      Dmitriev  V.B.  Gerasimova  G.G. Selection and genetic aspects of individual and population evaluation According to endocrine indices.                      572c (1982). https://doi.org/10.1186/1297-9686-14-4-572C  Published  Full Article  Genetic Aspect  Population Evaluation  Endocrine Index"
"Model experiments with mice to study a closed rotary Method applied in swine breeding"	"Authors: G. Müller"	""	"No Co-Author"	"15 October 1982"	"(To access the full article  please see PDF)"	"Model Experiment  Full Article"	"                                                   Meeting report                                            Open Access                                                              Published: 15 October 1982                         Model experiments with mice to study a closed rotary Method applied in swine breeding                         G. Müller                                   Annales de génétique et de sélection animale                              volume 14  Article number: 572a (1982)             Cite this article                                                                                                      616 Accesses                                                                                                              Metrics details                                                                                                                                      Müller  G. Model experiments with mice to study a closed rotary Method applied in swine breeding.                      572a (1982). https://doi.org/10.1186/1297-9686-14-4-572A  Published  Model Experiment  Full Article"
"Repeatability of exterior traits estimations in different species of fur animals"	"Authors: G. Jezeska and J. Maciejowski"	""	"No Co-Author"	"15 October 1982"	"(To access the full article  please see PDF)"	"Full Article  Trait Estimation"	"                                                   Meeting report                                            Open Access                                                              Published: 15 October 1982                         Repeatability of exterior traits estimations in different species of fur animals                         G. Jezeska & J. Maciejowski                                   Annales de génétique et de sélection animale                              volume 14  Article number: 571c (1982)             Cite this article                                                                                                      766 Accesses                                                                                                              Metrics details                                                                                                                                      Jezeska  G.  Maciejowski  J. Repeatability of exterior traits estimations in different species of fur animals.                      571c (1982). https://doi.org/10.1186/1297-9686-14-4-571C  Published  Full Article  Trait Estimation"
"Preliminary results on induction of triploidy in salmonids using heat shocks"	"Authors: I. Holmefjord  T. Refstie and J. Høstmark"	""	"No Co-Author"	"15 October 1982"	"(To access the full article  please see PDF)"	"Heat Shock  Full Article"	"                                                   Meeting report                                            Open Access                                                              Published: 15 October 1982                         Preliminary results on induction of triploidy in salmonids using heat shocks                         I. Holmefjord  T. Refstie & J. Høstmark                                   Annales de génétique et de sélection animale                              volume 14  Article number: 571a (1982)             Cite this article                                                                                                      586 Accesses                                                                                                              Metrics details                                                                                                                                      Holmefjord  I.  Refstie  T. & Høstmark  J. Preliminary results on induction of triploidy in salmonids using heat shocks.                      571a (1982). https://doi.org/10.1186/1297-9686-14-4-571A  Published  Heat Shock  Full Article"
"Production of highly inbred salmonids by gynogenesis"	"Authors: T. Refstie"	""	"No Co-Author"	"15 October 1982"	"(To access the full article  please see PDF)"	"Full Article"	"                                                   Meeting report                                            Open Access                                                              Published: 15 October 1982                         Production of highly inbred salmonids by gynogenesis                         T. Refstie                                   Annales de génétique et de sélection animale                              volume 14  Article number: 570c (1982)             Cite this article                                                                                                      803 Accesses                                                                                                              Metrics details                                                                                                                                      Refstie  T. Production of highly inbred salmonids by gynogenesis.                      570c (1982). https://doi.org/10.1186/1297-9686-14-4-570C  Published  Full Article"
"Heterosis of some sperm production traits in hybrid boars"	"Authors: L. Houska  R. Siler  J. Pavlik and J. Bazant"	""	"No Co-Author"	"15 October 1982"	"(To access the full article  please see PDF)"	"Full Article  Production Trait  Sperm Production"	"                                                   Meeting report                                            Open Access                                                              Published: 15 October 1982                         Heterosis of some sperm production traits in hybrid boars                         L. Houska  R. Siler  J. Pavlik & J. Bazant                                   Annales de génétique et de sélection animale                              volume 14  Article number: 570a (1982)             Cite this article                                                                                                      631 Accesses                                                                                                              Metrics details                                                                                                                                      Houska  L.  Siler  R.  Pavlik  J.  Heterosis of some sperm production traits in hybrid boars.                      570a (1982). https://doi.org/10.1186/1297-9686-14-4-570A  Published  Full Article  Production Trait  Sperm Production"
"How to include milkability in dairy cattle breeding"	"Authors: F. Reinhardt  L. Dempfle and M. Santos-Cristal"	""	"No Co-Author"	"15 October 1982"	"(To access the full article  please see PDF)"	"Dairy Cattle  Full Article  Cattle Breeding  Dairy Cattle Breeding"	"                                                   Meeting report                                            Open Access                                                              Published: 15 October 1982                         How to include milkability in dairy cattle breeding                         F. Reinhardt  L. Dempfle & M. Santos-Cristal                                   Annales de génétique et de sélection animale                              volume 14  Article number: 569c (1982)             Cite this article                                                                                                      715 Accesses                                                                                                              Metrics details                                                                                                                                      Reinhardt  F.  Dempfle  L. & Santos-Cristal  M. How to include milkability in dairy cattle breeding.                      569c (1982). https://doi.org/10.1186/1297-9686-14-4-569C  Published  Dairy Cattle  Full Article  Cattle Breeding  Dairy Cattle Breeding"
"Investigations on direct and maternal genetic components of calving performance in heifers"	"Authors: W. Schlote  M. Munz and T. Holzer"	""	"No Co-Author"	"15 October 1982"	"(To access the full article  please see PDF)"	"Genetic Component  Full Article"	"                                                   Meeting report                                            Open Access                                                              Published: 15 October 1982                         Investigations on direct and maternal genetic components of calving performance in heifers                         W. Schlote  M. Munz & T. Holzer                                   Annales de génétique et de sélection animale                              volume 14  Article number: 569a (1982)             Cite this article                                                                                                      564 Accesses                                                                                                              Metrics details                                                                                                                                      Schlote  W.  Munz  M. & Holzer  T. Investigations on direct and maternal genetic components of calving performance in heifers.                      569a (1982). https://doi.org/10.1186/1297-9686-14-4-569A  Published  Genetic Component  Full Article"
"Heritability of fattening performance traits and selected body measurements in Czech Pied bulls"	"Authors: J. Pulkrabek and R. Siler"	""	"No Co-Author"	"15 October 1982"	"(To access the full article  please see PDF)"	"Full Article  Body Measurement  Performance Trait  Fattening Performance"	"                                                   Meeting report                                            Open Access                                                              Published: 15 October 1982                         Heritability of fattening performance traits and selected body measurements in Czech Pied bulls                         J. Pulkrabek & R. Siler                                   Annales de génétique et de sélection animale                              volume 14  Article number: 568c (1982)             Cite this article                                                                                                      643 Accesses                                                                                                              Metrics details                                                                                                                                      Pulkrabek  J.  Siler  R. Heritability of fattening performance traits and selected body measurements in  bulls.                      568c (1982). https://doi.org/10.1186/1297-9686-14-4-568C  Published  Full Article  Body Measurement  Performance Trait  Fattening Performance"
"BA 10 and BA 11  allotypes alpha- and beta-globulins of blood serum in cattle"	"Authors: S. Wegrzyn"	""	"No Co-Author"	"15 October 1982"	"(To access the full article  please see PDF)"	"Blood Serum  Full Article"	"                                                   Meeting report                                            Open Access                                                              Published: 15 October 1982                         BA 10 and BA 11  allotypes alpha- and beta-globulins of blood serum in cattle                         S. Wegrzyn                                   Annales de génétique et de sélection animale                              volume 14  Article number: 568a (1982)             Cite this article                                                                                                      570 Accesses                                                                                                              Metrics details                                                                                                                                      Wegrzyn  S. BA 10 and BA 11  allotypes alpha- and beta-globulins of blood serum in cattle.                      568a (1982). https://doi.org/10.1186/1297-9686-14-4-568A  Published  Blood Serum  Full Article"
"Variation in lipolysis in milk from individual cows"	"Authors: P. Skipenes"	""	"No Co-Author"	"15 October 1982"	"(To access the full article  please see PDF)"	"Full Article"	"                                                   Meeting report                                            Open Access                                                              Published: 15 October 1982                         Variation in lipolysis in milk from individual cows                         P. Skipenes                                   Annales de génétique et de sélection animale                              volume 14  Article number: 567c (1982)             Cite this article                                                                                                      710 Accesses                                                                                                              Metrics details                                                                                                                                      Skipenes  P. Variation in lipolysis in milk from individual cows.                      567c (1982). https://doi.org/10.1186/1297-9686-14-4-567C  Published  Full Article"
"Application of multiple trait analysis in animal breeding research"	"Authors: I. L. Mao"	""	"No Co-Author"	"15 October 1982"	"(To access the full article  please see PDF)"	"Full Article  Animal Breeding  Multiple Trait  Trait Analysis  Breeding Research"	"                                                   Meeting report                                            Open Access                                                              Published: 15 October 1982                         Application of multiple trait analysis in animal breeding research                         I. L. Mao                                   Annales de génétique et de sélection animale                              volume 14  Article number: 567a (1982)             Cite this article                                                                                                      698 Accesses                                                                                                              Metrics details                                                                                                                                      Mao  I.L. Application of multiple trait analysis in animal breeding research.                      567a (1982). https://doi.org/10.1186/1297-9686-14-4-567A  Published  Full Article  Animal Breeding  Multiple Trait  Trait Analysis  Breeding Research"
"Computer calculation of inbreeding coefficients"	"Authors: G. A. T. Mahon and E. P. Cunningham"	""	"No Co-Author"	"15 October 1982"	"(To access the full article  please see PDF)"	"Full Article  Computer Calculation"	"                                                   Meeting report                                            Open Access                                                              Published: 15 October 1982                         Computer calculation of inbreeding coefficients                         G. A. T. Mahon & E. P. Cunningham                                   Annales de génétique et de sélection animale                              volume 14  Article number: 566b (1982)             Cite this article                                                                                                      728 Accesses                                                                                                              Metrics details                                                                                                                                      Mahon  G.A.T.  Cunningham  E.P. Computer calculation of inbreeding coefficients.                      566b (1982). https://doi.org/10.1186/1297-9686-14-4-566B  Published  Full Article  Computer Calculation"
"Evaluation of various methods of estimating the inbreeding coefficient"	"Authors: J. Hyanek and R. Siler"	""	"No Co-Author"	"15 October 1982"	"(To access the full article  please see PDF)"	"Full Article"	"                                                   Meeting report                                            Open Access                                                              Published: 15 October 1982                         Evaluation of various methods of estimating the inbreeding coefficient                         J. Hyanek & R. Siler                                   Annales de génétique et de sélection animale                              volume 14  Article number: 566c (1982)             Cite this article                                                                                                      724 Accesses                                                                                                              Metrics details                                                                                                                                      Hyanek  J.  Siler  R. Evaluation of various methods of estimating the inbreeding coefficient.                      566c (1982). https://doi.org/10.1186/1297-9686-14-4-566C  Published  Full Article"
